....ucsd.rept	California Univ., San Diego Report
....udnw.rept	Delaware Univ., Newark Report
....ulpr.nasa	Utilization of Local Planetary Resources
....umassrept	Massachusetts Univ. Report
....umd..rept	Maryland Univ. College Park Report
....uta..rept	Texas Univ., Austin Report
....vrsp....1	Vibrational-Rotational Spectroscopy for Planetary Atmospheres, Volume 1
....vrsp....2	Vibrational-Rotational Spectroscopy for Planetary Atmospheres, Volume 2
....vsr..conf	Variable Star Research, an International Perspective
....xray.symp	Symposium on X-ray Astronomy
1951IAUS....1	IAU Symp. 1: Problems of Cosmical Aerodynamics
1954auph.conf	Proceedings of the Conference on Auroral Physics
1954stat.conf	Stellar Atmospheres
1955IAUS....1	IAU Symp. 1: Conference on Co-ordination of galactic research
1955IAUS....2	IAU Symp. 2: Gas Dynamics of Cosmic Clouds
1957IAUS....3	IAU Symp. 3: Non-stable stars
1957IAUS....4	IAU Symp. 4: Radio astronomy
1958IAUS....5	IAU Symp. 5: Comparison of the Large-Scale Structure of the Galactic System with that of Other Stellar Systems
1958IAUS....6	IAU Symp. 6: Electromagnetic Phenomena in Cosmical Physics
1958IAUS....8	IAU Symp. 8: Cosmical Gas Dynamics
1959IAUS....7	IAU Symp. 7: Co-ordination of Galactic Research
1959IAUS....9	IAU Symp. 9: URSI Symp. 1: Paris Symposium on Radio Astronomy
1959IAUS...10	IAU Symp. 10: The Hertzsprung-Russell Diagram
1959IAUS...11	IAU Symp. 11: The Rotation of the Earth and Atomic Time Standards
1960IAUS...12	IAU Symp. 12: Aerodynamic Phenomena in Stellar Atmospheres
1961IAUS...13	IAU Symp. 13: The Future of the International Latitude Service
1961gsfc.rept	NASA Goddard Space Flight Center Technical Report
1962IAUS...14	IAU Symp. 14: The Moon
1962IAUS...15	IAU Symp. 15: Problems of Extra-Galactic Research
1962IAUS...17	IAU Symp. 17: Visual Double Stars
1963IAUS...16	IAU Symp. 16: The Solar Corona
1963ICRC.....	Eighth International Cosmic Ray Conference
1964IAUS...18	IAU Symp. 18: Theoretical Interpretation of Upper Atmosphere Emission
1964IAUS...19	IAU Symp. 19: Le choix des sites d'observatoires astronomiques (site testing)
1964IAUS...20	IAU Symp. 20: The Galaxy and the Magellanic Clouds
1965IAUS...21	IAU Symp. 21: The system of Astronomical Constants
1965IAUS...22	IAU Symp. 22: Stellar and Solar Magnetic Fields
1965IAUS...23	IAU Symp. 23: Astronomical Observations from Space Vehicles
1965ICRC.....	Ninth International Cosmic Ray Conference
1965istr.conf	ASSL Vol. 2: Introduction to Solar Terrestrial Relations
1965pss..conf	ASSL Vol. 3: Plasma Space Science
1965sosp.conf	ASSL Vol. 1: The Solar Spectrum
1966IAUS...24	IAU Symp. 24: Spectral Classification and Multicolour Photometry
1966IAUS...25	IAU Symp. 25: The Theory of Orbits in the Solar System and in Stellar Systems
1966IAUS...26	IAU Symp. 26: Abundance Determinations in Stellar Spectra
1966IAUS...27	IAU Symp. 27: The Construction of Large Telescopes
1966rtem.conf	ASSL Vol. 5: Radiation Trapped in the Earth's Magnetic Field
1967IAUS...28	IAU Symp. 28: Aerodynamic Phenomena in Stellar Atmospheres
1967IAUS...29	IAU Symp. 29: Non-stable Phenomena in Galaxies
1967IAUS...30	IAU Symp. 30: Determination of Radial Velocities and their Applications
1967IAUS...31	IAU Symp. 31: Radio Astronomy and the Galactic System
1967ICRC.....	Tenth International Cosmic Ray Conference
1967easp.book	The Earth in Space
1967emrs.conf	Electromagnetic Radiation in Space
1967memo.conf	ASSL Vol. 8: Measure of the Moon
1967mod..conf	Meteor Orbits and Dust 
1968IAUS...32	IAU Symp. 32: Continental Drift, Secular Motion of the Pole, and Rotation of the Earth
1968IAUS...33	IAU Symp. 33: Physics and Dynamics of Meteors
1968IAUS...34	IAU Symp. 34: Planetary Nebulae
1968IAUS...35	IAU Symp. 35: Structure and Development of Solar Active Regions
1968phma.conf	ASSL Vol. 10: Physics of the Magnetosphere
1969lwii.conf	ASSL Vol. 14: Low-Frequency Waves and Irregularities in the Ionosphere
1969mere.conf	ASSL Vol. 12: Meteorite Research
1969mlfs.conf	Mass Loss from Stars
1969mls..conf	ASSL Vol. 16: Manned Laboratories in Space
1969spen.conf	ASSL Vol. 15: Space Engineering
1970IAUS...36	IAU Symp. 36: Ultraviolet Stellar Spectra and Related Ground-Based Observations
1970IAUS...37	IAU Symp. 37: Non-Solar X- and Gamma-Ray Astronomy
1970IAUS...38	IAU Symp. 38: The Spiral Structure of our Galaxy
1970IAUS...39	IAU Symp. 39: Interstellar Gas Dynamics
1970ICRC.....	Eleventh International Conference on Cosmic Rays
1970edfr.conf	ASSL Vol. 20: Earthquake Displacement Field and the Rotation of the Earth
1970iso..conf	ASSL Vol. 19: Satellite Observations
1970mlec.coll	IAU Colloq. 6: Mass Loss and Evolution in Close Binaries
1970pfm..conf	ASSL Vol. 17: Particles and Field in the Magnetosphere
1970prmo.coll	IAU Colloq. 7: Proper Motions
1970sfss.coll	IAU Colloq. 2: Spectrum Formation in Stars with Steady-State Extended Atmospheres
1970stro.coll	IAU Colloq. 4: Stellar Rotation
1971IAUS...40	IAU Symp. 40: Planetary Atmospheres
1971IAUS...41	IAU Symp. 41: New techniques in Space Astronomy
1971IAUS...42	IAU Symp. 42: White Dwarfs
1971IAUS...43	IAU Symp. 43: Solar Magnetic Fields
1971IAUS...46	IAU Symp. 46: The Crab Nebula
1971ICRC.....	Twelfth International Cosmic Ray Conference
1971cesra...1	CESRA-1, Committee of European Solar Radio Astronomers
1971cesra...2	CESRA-2, Committee of European Solar Radio Astronomers
1971gnbp.coll	ASSL Vol. 31: IAU Colloq. 10: Gravitational N-Body Problem
1971macl.conf	ASSL Vol. 23: The Magellanic Clouds
1971mmre.conf	ASSL Vol. 25: Mesospheric Models and Related Experiments
1971ndnf.coll	IAU Colloq. 15: New Directions and New Frontiers in Variable Star Research
1971psc..conf	ASSL Vol. 27: Physics of the Solar Corona
1971psmp.coll	IAU Colloq. 12: Physical Studies of Minor Planets
1971raat.conf	ASSL Vol. 24: The Radiating Atmosphere
1971seg..conf	ASSL Vol. 22: Structure and Evolution of the Galaxy
1971tdas.conf	Saas-Fee Advanced Course 1: Theorie des Atmospheres Stellaires
1972IAUS...44	IAU Symp. 44: External Galaxies and Quasi-Stellar Objects
1972IAUS...45	IAU Symp. 45: The Motion, Evolution of Orbits, and Origin of Comets
1972IAUS...47	IAU Symp. 47: The Moon
1972IAUS...48	IAU Symp. 48: Rotation of the Earth
1972ade..coll	IAU Colloq. 17: Age des Etoiles
1972cesra...3	CESRA-3, Committee of European Solar Radio Astronomers
1972emp..conf	ASSL Vol. 32: Earth's Magnetospheric Processes
1972idts.conf	ASSL Vol. 30: Infrared Detection Techniques for Space Research
1972ismt.conf	Saas-Fee Advanced Course 2: Interstellar Matter
1972ppsr.conf	Plasma Physics and Solar Radioastronomy
1972pvgc.coll	IAU Colloq. 1: The Problem of the Variation of the Geographical Coordinates in the Southern Hemisphere
1972sun..conf	ASSL Vol. 29: The Sun.  Part 1 of Solar-Terrestrial Physics/1970
1973IAUS...49	IAU Symp. 49: Wolf-Rayet and High-Temperature Stars
1973IAUS...50	IAU Symp. 50: Spectral Classification and Multicolour Photometry
1973IAUS...51	IAU Symp. 51: Extended Atmospheres and Circumstellar Matter in Spectroscopic Binary Systems
1973IAUS...52	IAU Symp. 52: Interstellar Dust and Related Topics
1973IAUS...54	IAU Symp. 54: Problems of Calibration of Absolute Magnitudes and Temperature of Stars
1973IAUS...55	IAU Symp. 55: X- and Gamma-Ray Astronomy
1973ICRC.....	Thirteenth International Cosmic Ray Conference
1973cosm.conf	ASSL Vol. 40: Cosmochemistry
1973denv.conf	Conference held at Denver, 17-30 Aug. 1973
1973dses.conf	Saas-Fee Advanced Course 3: Dynamical Structure and Evolution of Stellar Systems
1973eppm.coll	IAU Colloq. 13: Evolutionary and Physical Properties of Meteoroids
1973pcua.conf	ASSL Vol. 35: Physics and Chemistry of Upper Atmospheres
1973ppis.conf	ASSL Vol. 37: Photon and Particle Interactions with Surfaces in Space
1973rac..conf	ASSL Vol. 38: Relativity, Astrophysics and Cosmology
1973rada.conf	ASSL Vol. 39: Recent Advances in Dynamical Astronomy
1973srmi.symp	Solar Radiation Measures and Instrumentation
1973stch.coll	IAU Colloq. 19: Stellar Chromospheres
1973vsgc.coll	ASSL Vol. 36: IAU Colloq. 21: Variable Stars in Globular Clusters and in Related Systems
1974IAUS...53	IAU Symp. 53: Physics of Dense Matter
1974IAUS...56	IAU Symp. 56: Chromospheric Fine Structure
1974IAUS...57	IAU Symp. 57: Coronal Disturbances
1974IAUS...58	IAU Symp. 58: The Formation and Dynamics of Galaxies
1974IAUS...59	IAU Symp. 59: Stellar Instability and Evolution
1974IAUS...60	IAU Symp. 60: Galactic Radio Astronomy
1974IAUS...61	IAU Symp. 61: IAU Symp. 61: New Problems in Astrometry
1974IAUS...62	IAU Symp. 62: Stability of the Solar System and of Small Stellar Systems
1974IAUS...63	IAU Symp. 63: Confrontation of Cosmological Theories with Observational Data
1974IAUS...64	IAU Symp. 64: Gravitational Radiation and Gravitational Collapse
1974IAUS...65	IAU Symp. 65: Exploration of the Planetary System
1974IAUS...66	IAU Symp. 66: Late Stages of Stellar Evolution
1974acmm.book	IAU Colloq. 22: Asteroids, Comets, Meteoric Matter
1974aero.rept	Aerospace Corp. Interim Report, El Segundo, CA. Lab. Operations.
1974amap.nasa	Astrometrics and Astrophysics
1974amst.iafc	Amsterdam International Astronautical Federation Congress
1974asgr.proc	Astrophysics and Gravitation
1974cd...symp	Coronal Disturbances
1974cesra...4	CESRA-4, Committee of European Solar Radio Astronomers
1974cimo.symp	ASSL Vol. 42: Correlated Interplanetary and Magnetospheric Observations
1974eaa..conf	Electrography and Astronomical Applications
1974eslt.rept	European Southern Observatory Research Programmes for the New Large Telescopes
1974esr..nasa	Equipment for Space Research
1974fdg..symp	The Formation and Dynamics of Galaxies
1974gtnl.conf	NATO ASIC Proc. 7: Group Theory in Non-Linear Problems
1974gwr..conf	Gravitational Waves and Radiations
1974hrgc.rept	H2 Regions and the Galactic Centre
1974hsde.rept	Helios Satellite Sci. Data Evaluation
1974icsp.book	Interstellar Communication: Scientific Perspectives
1974impm.nasa	Interplanetary Medium and Physics of the Magnetosphere
1974lssf.book	Lunar Soil from the Sea of Fertility
1974magn.conf	Saas-Fee Advanced Course 4: Magnetohydrodynamics
1974map..conf	Soviet-American Conference on the Cosmochemistry of the Moon and Planets
1974maph.conf	ASSL Vol. 44: Magnetospheric Physics
1974mgph.proc	Magnetospheric Physics
1974ngbh.proc	Nuclei of Galaxies, Black Holes, and Collapsed Matter
1974nsps.book	Nonsteady-State Phenomena and Stellar Evolution
1974oar..bull	Osservatorio Astronomico Rome Monthly Bulletin
1974oppt.work	Outer Planet Probe Technology Workshop
1974papp.book	Problems in Astrophysics and the Physics of Planetary Atmospheres
1974pclb.conf	NATO ASIB Proc. 3: Photon Correlation and Light Beating Spectroscopy
1974plug.nasa	A Primer in Lunar Geology
1974pmp..book	Problems of Modern Physics
1974psfa.proc	The Present State and Future of the Astronomical Refraction Investigations
1974psns.coll	IAU Colloq. 23: Planets, Stars, and Nebulae: Studied with Photopolarimetry
1974pua..book	Physics of the Universe and Astronomy
1974risa.nasa	The Rings of Saturn
1974sgra.rept	Context and Status of Gamma Ray Astronomy
1974ssr..conf	ASSL Vol. 45: Supernovae and Supernova Remnants
1974stp.....1	Solar-Terrestrial Physics, Volume 1
1974stp.....2	Solar-Terrestrial Physics, Volume 2
1974trph.conf	LNP Vol. 31: Transport Phenomena
1974tsbb.nasa	Telescope Systems for Balloon-Borne Researc
1974ttt.....2	Technology Today for Tomorrow
1974xras.conf	ASSL Vol. 43: X-ray Astronomy
1974zlms.nasa	Basic Models for Interpretation of Zodiacal Light Measures and Light Scattering by Dust Particles of Different Shapes
1975IAUS...67	IAU Symp. 67: Variable Stars and Stellar Evolution
1975IAUS...68	IAU Symp. 68: Solar Gamma-, X-, and EUV Radiation
1975IAUS...69	IAU Symp. 69: Dynamics of the Solar Systems
1975ICRC.....	Fourteenth International Cosmic Ray Conference
1975aep..conf	ASSL Vol. 51: Atmospheres of Earth and the Planets
1975aep..conf	ASSL Vol. 51: Atmospheres of Earth and the Planets
1975ampa.conf	Saas-Fee Advanced Course 5: Atomic and Molecular Processes in Interstellar Clouds
1975aso..conf	Conference on Scientific Research by Artificial Satellites Observations
1975atep.proc	Atmospheres of Earth and the Planets
1975cemo.nasa	Cepheid Modeling
1975cesra...5	CESRA-5, Committee of European Solar Radio Astronomers
1975cora.nasa	Cosmic Rays
1975crs..book	Cosmic Ray Studies
1975duun.book	The Dusty Universe
1975esm..meet	European Solar Meeting
1975grav.book	Problems of Gravitation
1975grhe.conf	Growth Rhythms and the History of the Earth's Rotation
1975hrrt.conf	LNP Vol. 42: H II regions and related topics
1975iafe.rept	Instituto de Astronomia y Fisica del Espacio
1975ipta.proc	ASSL Vol. 54: Image Processing Techniques in Astronomy
1975lasp.conf	LNP Vol. 43: Laser Spectroscopy
1975lisb.iafc	Lisbon International Astronautical Federation Congress
1975maco.nasa	Modern Achievements of Cosmonautics
1975mcpr...14	Methods in Computational Physics. Volume 14 - Radio astronomy
1975msej.symp	ASSL Vol. 52: The Magnetospheres of the Earth and Jupiter
1975nsbh.proc	ASSL Vol. 48: Neutron Stars, Black Holes and Binary X-ray Sources
1975ocr..proc	NATO ASIC Proc. 14: Origin of Cosmic Rays
1975oopg.meet	Optical Observation Programs Concerning Galactic Structure and Dynamics
1975prw..book	Propagation of Radio Waves
1975rcse.proc	IAU Colloq. 26: On Reference Coordinate Systems for Earth Dynamics
1975rgcr.rept	Research Goals for Cosmic-Ray Astrophysics in the 1980's
1975rmsi.book	Results and Methods for Studies of Interstellar Matter and Be Stars
1975rsam.nasa	Possible Relationships between Solar Activity and Meteorological Phenomena
1975sae..book	Problems in Stellar Atmospheres and Envelopes
1975sast.nasa	Significant Accomplishments in Science and Technology
1975scea.conf	The Solar Constant and the Earth's Atmosphere
1975spam.rept	Space Astrometry
1975srcu.rept	Space Research Conducted in the USSR in 1974
1975ssas.conf	ASSL Vol. 55: Solid State Astrophysics
1975sshm.meet	Meeting on Space Shuttle Missions of the 80's
1975sspi.conf	ASSL Vol. 57: The Scientific Satellite Programme during the International Magnetospheric Study
1975tsse.conf	Technology of Scientific Space Experiments
1975xrat.rept	X-ray Astronomy and Related Topics
1975xris.conf	X-Rays in Space - Cosmic, Solar, and Auroral X-Rays, Volume 1
1975xtcg.work	Workshop on the Preliminary Results from the S-054 X-ray Telescope and the Correlated Ground-Based Observations
1976IAUS...70	IAU Symp. 70: Be and Shell Stars
1976IAUS...71	IAU Symp. 71: Basic Mechanisms of Solar Activity
1976IAUS...72	IAU Symp. 72: Abundance Effects in Classification
1976IAUS...73	IAU Symp. 73: Structure and Evolution of Close Binary Systems
1976amgd.book	Aeromechanics and Gas Dynamics
1976anah.iafc	Anaheim International Astronautical Federation Congress
1976aps..conf	ASSL Vol. 61: Atmospheric Physics from Spacelab
1976apso.nasa	Apollo-Soyuz Test Project
1976bss..proc	Be and Shell Stars
1976cegp.book	Chemical Evolution of the Giant Planets
1976conm....1	Contributions of the Observatory of New Mexico State University
1976crsn.book	Cosmic Rays in the Stratosphere and in Near Space (Russian)
1976dges.book	Dynamics of the Galaxy and Extragalactic Systems
1976ep...conf	Energy and Physics
1976evss.nasa	Evolution of the Solar System
1976fia..book	Far Infrared Astronomy
1976gala.conf	Saas-Fee Advanced Course 6: Galaxies
1976gbep.rept	A Geological Basis for the Exploration of the Planets
1976idzl.coll	IAU Colloq. 31: Interplanetary Dust and Zodiacal Light
1976ip...book	The Intercosmos Program
1976jsia.coll	IAU Colloq. 30: Jupiter: Studies of the Interior, Atmosp here, Magnetosphere and Satellites
1976ltpd.proc	Long-time Predictions in Dynamics
1976mgpa.proc	Magnetospheric Particles and Fields
1976mpf..conf	ASSL Vol. 58: Magnetospheric Particles and Fields
1976mpvs.coll	ASSL Vol. 60: IAU Colloq. 29: Multiple Periodic Variable Stars
1976paps.coll	IAU Colloq. 32: Physics of Ap Stars
1976pmpq.book	Physics of the Moon and the Planets: Questions of Astrometry
1976pntr.conf	NATO ASIC Proc. 28: The Physics of Non-Thermal Radio Sources
1976pspe.proc	Physics of Solar Planetary Environments
1976rbal.symp	Research Utilizing Balloons
1976rsrt.rept	Radio, Submillimeter, and X-ray Telescopes
1976saec.book	Solar Activity Effects on Earth and the Physics of Cosmic Rays
1976scom.nasa	IAU Colloq. 25: The Study of Comets
1976scrv.book	Some Results of the Study of Cosmic Ray Variations
1976sgov.meet	Stars and Galaxies from Observational Points of View
1976shco.work	Shuttle-Based Cometary Science Workshop
1976sipm.symp	Study of the Sun and Interplanetary Medium in Three Dimensions
1976skls.conf	Scientific investigations on the Skylab Satellite
1976slcs.nasa	The Specific Light Output of Cesium Iodide Crystals
1976snra.book	ASSL Vol. 59: Spallation Nuclear Reactions and their Applications
1976sraa....1	Southwest Regional Conference for Astronomy and Astrophysics
1976swip.nasa	Solar-Wind Interaction with the Planets Mercury, Venus, and Mars
1976tpvm.nasa	Terrestrial Photovoltaic Measurements
1976tsgp.conf	Tectonics and Structural Geology
1976xrbi.nasa	X-ray Binaries
1977IAUS...74	IAU Symp. 74: Radio Astronomy and Cosmology
1977IAUS...75	IAU Symp. 75: Star Formation
1977aaid.coll	IAU Colloq. 40: Astronomical Applications of Image Detectors with Linear Response
1977agra.rept	Recent Advances in Gamma-Ray Astronomy
1977asse.conf	Saas-Fee Advanced Course 7: Advanced Stages in Stellar Evolution
1977cami.coll	IAU Colloq. 39: Comets, Asteroids, Meteorites: Interrelations, Evolution and Origins
1977cced.coll	ASSL Vol. 64: IAU Colloq. 35: Compilation, Critical Evaluation, and Distribution of Stellar Data
1977ccmp.conf	The Soviet-American Conference on Cosmochemistry of the Moon and Planets
1977cia..proc	ASSL Vol. 67: CNO Isotopes in Astrophysics
1977cpmaa....	COSPAR Plenary Meeting and Associated Activities
1977ctep.conf	Cretaceous-Tertiary Extinctions and Possible Terrestrial and Extraterrestrial Causes
1977dpas.book	Dynamics and Physics of Astrophysical Systems
1977dreu.coll	IAU Colloq. 37: Decalages vers le Rouge et Expansion de L'Univers
1977ebhs.coll	IAU Colloq. 36: The Energy Balance and Hydrodynamics of the Solar Chromosphere and Corona
1977gpe..symp	Geodesy and Physics of the Earth
1977grep.conf	General Relativistic Effects in Physics and Astrophysics
1977iecp.symp	Impact and Explosion Cratering: Planetary and Terrestrial Implications
1977igss.conf	ASSL Vol. 69: Illustrated Glossary for Solar and Solar-Terrestrial Physics
1977isa..symp	ASSL Vol. 63: Infrared and submillimeter astronomy
1977ivsw.conf	IAU Colloq. 42: The Interaction of Variable Stars with their Environment
1977nors.conf	Novae and Related Stars
1977nrst.conf	ASSL Vol. 65: Novae and Related Stars
1977ppua.book	Physical Processes of the Upper Atmosphere
1977prag.iafc	Prague International Astronautical Federation Congress
1977ps...book	IAU Colloq. 28: Planetary Satellites
1977rcao.conf	Recognition of Compact Astrophysical Objects
1977rseu.conf	Redshifts and the Expansion of the Universe
1977sall.conf	ASSL Vol. 62: Scientific Applications of Lunar Laser Ranging
1977scgr.nasa	The Structure and Content of the Galaxy and Galactic Gamma Rays
1977see..book	Space Environment and the Earth
1977seti.conf	The search for extraterrestrial intelligence
1977soac.book	Solar Activity
1977ssmi.proc	Space Shuttle Missions of the 80's
1977stcl.symp	Star Cluster Symposium
1977stco.coll	IAU Colloq. 38: Problems of Stellar Convection
1977stip.conf	ASSL Vol. 71: Study of Travelling Interplanetary Phenomena
1977supe.conf	ASSL Vol. 66: Supernovae
1977tipp.symp	Study of Travelling Interplanetary Phenomena 1977
